Date_of_Birth,Gender,Marital_Status,Number_of_Dependents,Monthly_Income,Sources_of_Income,Current_Loans,Debt_to_Income_Ratio,Property_Ownership,Employment_Status,Job_Tenure_Work_Experience,Credit_Score,Loan_Amount_Requested,Loan_Purpose,Desired_Loan_Tenure,Rent_Payment_History,Utility_Bill_Payments,Spending_Patterns,BNPL_Payment_History,Gig_Economy_Income,Behavioral_Data,Loan_Approved
1982-02-05,Male,Single,4,997817,Multiple,No,0.7,Commercial_Rented,Salaried,36,670,27434072,Wedding,84,N/A,Good,Aggressive,Average,Yes,Negative,0
1954-11-09,Female,Married,4,691443,Investments,Yes,0.58,Owned,Unemployed,0,416,14049755,Business,96,Poor,N/A,Erratic,N/A,No,Negative,0
1954-07-11,Male,Single,2,413530,Pension,Yes,0.57,Commercial_Owned,Retired,0,825,36313015,Medical,180,Good,N/A,Aggressive,Poor,Yes,Negative,1
1972-12-03,Female,Married,8,488175,Investments,No,0.54,Commercial_Owned,Salaried,14,473,36785109,Medical,120,N/A,Good,Aggressive,Average,No,Negative,0
1950-12-02,Female,Single,6,708220,Rental_Income,Multiple,0.85,Commercial_Rented,Retired,0,889,19782891,Debt_Consolidation,60,Average,Average,Aggressive,Good,Yes,Negative,1
1971-04-13,Female,Married,10,209755,Investments,Multiple,0.53,Owned,Student,0,612,42958358,Medical,120,N/A,Poor,Cautious,N/A,Yes,Very_Negative,0
1981-02-04,Female,Single,8,612252,Investments,Multiple,0.6,Joint_Ownership,Unemployed,0,832,30117032,Medical,24,N/A,Average,Aggressive,Poor,Yes,Very_Negative,0
1988-09-18,Male,Single,7,872648,Multiple,No,0.11,Commercial_Owned,Student,0,435,39207729,Personal,48,N/A,N/A,Consistent,Poor,No,Very_Positive,0
1956-05-22,Male,Married,8,381311,Rental_Income,Yes,0.85,Commercial_Rented,Salaried,26,806,39567465,Vehicle,120,Good,Good,Erratic,Average,No,Very_Positive,0
1989-08-26,Male,Single,4,322345,Investments,No,0.78,Joint_Ownership,Unemployed,0,690,44556165,Business,60,Poor,Average,Cautious,Poor,No,Negative,0
1972-01-04,Male,Married,1,618586,Multiple,Multiple,0.27,Commercial_Rented,Salaried,20,695,17108008,Education,360,Average,Average,Impulsive,Good,No,Positive,1
1972-10-28,Female,Single,3,989631,Primary,Yes,0.27,Joint_Ownership,Student,0,814,2195935,Vehicle,84,N/A,Average,Cautious,Poor,Yes,Very_Negative,0
1995-09-24,Male,Single,1,432928,Secondary,Multiple,0.29,Joint_Ownership,Retired,0,393,28891975,Personal,108,Poor,Poor,Aggressive,Poor,Yes,Very_Positive,0
1991-02-21,Male,Single,8,221753,Primary,No,0.51,Owned,Student,0,756,13285444,Business,48,Average,Poor,Aggressive,N/A,No,Very_Negative,0
1990-09-08,Male,Single,5,391569,Primary,Multiple,0.85,Commercial_Owned,Unemployed,0,885,44799252,Home,96,Poor,N/A,Aggressive,N/A,Yes,Neutral,0
1968-12-13,Female,Married,2,58523,Rental_Income,Multiple,0.58,Rented,Self-Employed,20,688,21166346,Vehicle,84,Good,N/A,Impulsive,N/A,No,Negative,0
1977-04-20,Female,Single,9,883797,Pension,No,0.85,Owned,Student,0,672,48561759,Debt_Consolidation,12,Poor,Poor,Cautious,Poor,No,Very_Positive,0
1962-02-16,Female,Married,0,356473,Primary,Yes,0.5,Commercial_Rented,Unemployed,0,465,5354549,Education,108,Average,Good,Impulsive,Good,Yes,Positive,0
1969-08-20,Male,Single,9,580275,Investments,No,0.23,Owned,Retired,0,445,9580615,Debt_Consolidation,240,Average,N/A,Consistent,N/A,Yes,Negative,0
1958-02-01,Male,Married,4,435570,Secondary,Yes,0.52,Commercial_Owned,Retired,0,591,4267858,Debt_Consolidation,120,N/A,Average,Aggressive,Good,Yes,Very_Negative,0
1997-10-21,Female,Single,7,500791,Multiple,No,0.14,Commercial_Owned,Retired,0,880,15454972,Business,84,Average,Good,Cautious,N/A,Yes,Negative,1
1967-12-03,Male,Married,4,883968,Investments,No,0.33,Commercial_Owned,Government,13,681,47024140,Debt_Consolidation,240,Average,Average,Impulsive,Good,No,Positive,1
1981-08-23,Female,Single,4,179541,Multiple,No,0.09,Owned,Self-Employed,6,894,19943788,Wedding,60,N/A,Good,Consistent,Poor,No,Neutral,1
1968-05-26,Female,Married,4,43395,Rental_Income,Multiple,0.65,Commercial_Rented,Self-Employed,15,572,8925060,Education,24,Poor,Average,Erratic,Average,Yes,Very_Negative,0
1974-09-13,Male,Single,7,23725,Pension,Yes,0.69,Commercial_Owned,Student,0,392,46924042,Personal,24,N/A,Good,Aggressive,N/A,No,Neutral,0
1983-03-06,Female,Single,3,548288,Secondary,Multiple,0.77,Owned,Self-Employed,2,441,38847971,Home,36,Average,Good,Erratic,Average,Yes,Very_Negative,0
1965-03-20,Male,Married,6,596612,Rental_Income,No,0.45,Commercial_Rented,Salaried,25,687,15472618,Business,180,Good,Good,Impulsive,N/A,Yes,Very_Negative,1
1960-11-13,Female,Married,0,133304,Rental_Income,No,0.68,Owned,Salaried,39,352,37798850,Vehicle,108,Average,N/A,Aggressive,Good,Yes,Negative,0
1996-03-03,Female,Single,6,800255,Secondary,Yes,0.26,Joint_Ownership,Salaried,39,631,29573569,Personal,24,Average,Poor,Aggressive,Poor,Yes,Positive,1
2003-05-03,Female,Married,3,865300,Rental_Income,Multiple,0.27,Commercial_Owned,Salaried,3,512,33301548,Wedding,96,Average,Average,Impulsive,Average,No,Very_Positive,1
1972-11-26,Male,Married,10,341811,Secondary,Yes,0.39,Joint_Ownership,Salaried,27,338,6504066,Wedding,84,Average,Average,Erratic,Poor,No,Very_Positive,1
1976-10-17,Female,Single,10,313719,Pension,No,0.55,Joint_Ownership,Government,25,528,29276991,Wedding,36,N/A,Good,Cautious,Average,Yes,Neutral,0
2003-03-19,Male,Married,10,895013,Secondary,Multiple,0.64,Owned,Unemployed,0,702,12669545,Vehicle,108,Average,Average,Consistent,Poor,Yes,Positive,0
1951-06-14,Female,Single,2,378013,Investments,Multiple,0.43,Joint_Ownership,Retired,0,579,48326934,Debt_Consolidation,360,N/A,Poor,Impulsive,N/A,No,Very_Positive,0
1983-02-21,Female,Single,2,475629,Primary,Multiple,0.55,Commercial_Owned,Government,24,812,18763881,Debt_Consolidation,108,Poor,Poor,Cautious,Poor,Yes,Neutral,1
1999-09-19,Female,Single,6,399223,Multiple,No,0.01,Owned,Salaried,29,671,14702570,Wedding,360,Poor,N/A,Erratic,N/A,Yes,Very_Negative,1
2007-06-01,Male,Married,5,775153,Pension,No,0.88,Joint_Ownership,Student,0,611,18695311,Business,360,Good,Average,Erratic,Poor,No,Positive,0
1986-12-28,Male,Single,7,245384,Rental_Income,Multiple,0.2,Joint_Ownership,Salaried,19,873,13746251,Wedding,12,Poor,Average,Erratic,Poor,No,Very_Positive,1
1950-03-03,Male,Single,9,366986,Secondary,No,0.33,Commercial_Rented,Retired,0,560,1469545,Medical,84,Good,Poor,Impulsive,N/A,Yes,Neutral,1
1998-03-16,Female,Married,10,492078,Multiple,No,0.33,Rented,Self-Employed,7,667,13232373,Medical,300,Good,Good,Consistent,Good,No,Negative,1
1979-09-06,Female,Single,6,736383,Multiple,Multiple,0.59,Owned,Salaried,36,666,24587821,Education,84,Poor,Average,Aggressive,N/A,No,Neutral,1
2004-06-21,Male,Single,9,37984,Pension,Multiple,0.27,Owned,Self-Employed,20,515,19487359,Business,60,Poor,N/A,Impulsive,Average,No,Neutral,0
1988-05-26,Male,Married,10,941199,Primary,Multiple,0.34,Commercial_Owned,Self-Employed,33,500,6631032,Vehicle,108,Good,N/A,Impulsive,N/A,No,Positive,1
1994-07-21,Female,Married,5,899848,Primary,No,0.01,Commercial_Rented,Retired,0,385,34974891,Travel,72,Average,N/A,Erratic,Good,Yes,Very_Negative,0
1970-07-22,Female,Married,7,282613,Pension,No,0.89,Owned,Salaried,21,487,3303105,Travel,60,Average,Average,Aggressive,Average,No,Positive,0
1978-12-22,Female,Married,7,302698,Investments,No,0.75,Joint_Ownership,Self-Employed,15,374,24037492,Wedding,96,Good,Good,Erratic,Average,Yes,Neutral,0
1978-09-23,Female,Married,9,146927,Rental_Income,Yes,0.68,Rented,Student,0,693,2730781,Wedding,60,Good,Average,Consistent,Poor,No,Very_Positive,0
1991-07-11,Male,Married,8,119135,Secondary,Multiple,0.25,Commercial_Owned,Salaried,7,391,7947467,Debt_Consolidation,96,Average,Average,Consistent,Average,No,Neutral,1
1950-10-02,Female,Single,6,65198,Investments,Yes,0.6,Commercial_Rented,Student,0,456,15415707,Travel,96,Poor,Poor,Impulsive,Poor,Yes,Very_Negative,0
1964-05-17,Male,Single,10,683015,Primary,Yes,0.9,Rented,Self-Employed,26,840,18869597,Personal,108,Poor,Good,Cautious,N/A,No,Very_Positive,1
1967-08-15,Female,Single,5,176425,Multiple,Multiple,0.04,Owned,Unemployed,0,532,19623952,Vehicle,300,Average,Poor,Aggressive,N/A,No,Negative,0
1976-12-23,Male,Married,0,566460,Primary,Yes,0.12,Rented,Student,0,310,2711343,Travel,84,Average,Good,Impulsive,Good,No,Positive,1
1955-02-03,Female,Single,10,557648,Rental_Income,No,0.1,Joint_Ownership,Self-Employed,11,387,37883942,Vehicle,60,N/A,Average,Impulsive,N/A,No,Positive,0
1985-10-27,Male,Single,8,981653,Pension,Yes,0.47,Rented,Self-Employed,22,653,26439328,Business,48,Good,Average,Consistent,Good,No,Very_Positive,1
1968-05-04,Female,Married,5,927386,Multiple,Yes,0.11,Commercial_Owned,Unemployed,0,778,22187773,Personal,36,Good,Good,Impulsive,Poor,No,Neutral,1
2006-02-12,Male,Married,8,773782,Multiple,No,0.17,Commercial_Rented,Government,17,806,16811468,Home,84,Average,Poor,Cautious,N/A,Yes,Negative,0
1994-07-05,Male,Married,0,778606,Pension,Yes,0.82,Owned,Student,0,409,39846193,Education,240,Average,Average,Erratic,Good,Yes,Positive,0
1959-11-15,Female,Single,1,120970,Multiple,Yes,0.51,Commercial_Rented,Government,5,369,48266029,Education,360,Average,Poor,Erratic,N/A,No,Negative,0
1976-04-25,Female,Single,7,902756,Pension,No,0.44,Commercial_Rented,Student,0,752,9251200,Home,72,Good,Poor,Aggressive,N/A,Yes,Positive,1
1986-05-04,Female,Married,3,480867,Pension,Yes,0.02,Commercial_Owned,Retired,0,637,45062712,Home,360,Poor,Poor,Impulsive,Average,Yes,Very_Negative,1
1990-03-05,Male,Married,4,694068,Primary,Yes,0.6,Rented,Unemployed,0,368,19232589,Vehicle,360,Poor,Poor,Impulsive,Average,No,Negative,0
1983-03-13,Male,Single,9,106228,Secondary,Yes,0.73,Commercial_Rented,Self-Employed,28,369,19248219,Medical,120,Good,Poor,Erratic,Good,No,Negative,0
1968-02-22,Female,Single,1,994366,Rental_Income,No,0.02,Owned,Student,0,897,8672730,Personal,24,Average,Poor,Erratic,Good,Yes,Neutral,1
1958-02-08,Male,Single,2,209317,Investments,No,0.88,Commercial_Owned,Self-Employed,32,664,1139135,Wedding,108,Good,Good,Impulsive,Poor,Yes,Negative,0
1991-05-02,Female,Single,6,893240,Rental_Income,No,0.09,Rented,Self-Employed,5,316,1813197,Education,24,Poor,Good,Consistent,Average,Yes,Neutral,1
1953-11-24,Female,Married,0,818844,Primary,Multiple,0.32,Rented,Self-Employed,34,805,44813560,Debt_Consolidation,36,N/A,Average,Cautious,Poor,No,Very_Negative,0
1950-12-26,Female,Married,8,451955,Multiple,Yes,0.43,Commercial_Rented,Student,0,409,8795852,Travel,96,Average,Average,Consistent,N/A,No,Very_Negative,0
1980-04-11,Male,Single,10,295997,Pension,No,0.19,Rented,Retired,0,303,33825597,Education,300,Poor,Good,Erratic,Poor,No,Very_Negative,0
1988-10-16,Male,Married,6,532946,Multiple,No,0.65,Joint_Ownership,Retired,0,579,8108122,Vehicle,120,N/A,Poor,Impulsive,N/A,No,Positive,0
2003-05-03,Male,Married,0,905271,Pension,Multiple,0.35,Commercial_Rented,Self-Employed,17,772,14935951,Travel,120,Poor,N/A,Aggressive,Average,No,Neutral,1
1956-04-15,Female,Single,5,171447,Pension,Multiple,0.71,Owned,Government,1,475,36425163,Wedding,60,Poor,N/A,Consistent,Average,Yes,Negative,0
1957-02-07,Male,Married,7,701335,Investments,Yes,0.52,Owned,Government,5,747,101146,Personal,72,N/A,Poor,Cautious,Poor,Yes,Negative,1
1955-09-27,Female,Single,3,361664,Rental_Income,No,0.84,Commercial_Owned,Unemployed,0,572,21877202,Debt_Consolidation,60,Good,Average,Impulsive,Average,No,Very_Negative,0
1963-06-05,Female,Single,6,608687,Investments,Multiple,0.55,Rented,Self-Employed,2,392,47531061,Travel,96,Good,Poor,Impulsive,Good,Yes,Negative,0
1985-11-07,Female,Married,6,577262,Rental_Income,Yes,0.24,Commercial_Owned,Student,0,356,35970338,Vehicle,120,Poor,Good,Aggressive,N/A,Yes,Very_Negative,0
2000-06-04,Female,Single,10,701685,Primary,Yes,0.63,Owned,Government,40,879,37064884,Medical,360,Average,N/A,Cautious,Good,No,Neutral,1
1954-08-02,Female,Married,6,635928,Multiple,No,0.07,Commercial_Rented,Salaried,12,372,19305242,Medical,84,Average,Poor,Cautious,Good,Yes,Very_Positive,0
1994-06-26,Male,Married,6,504578,Pension,Yes,0.16,Rented,Government,27,823,30432664,Business,300,Average,Average,Impulsive,Poor,Yes,Very_Positive,1
1985-12-26,Female,Married,2,983364,Pension,Yes,0.36,Rented,Government,32,891,49175189,Medical,36,Average,Poor,Aggressive,Good,No,Positive,1
2001-12-06,Female,Single,8,206124,Investments,No,0.88,Joint_Ownership,Salaried,18,500,15204021,Travel,300,Poor,Average,Cautious,Average,No,Negative,0
1985-10-05,Female,Single,6,335365,Rental_Income,Multiple,0.65,Owned,Government,29,377,24187767,Vehicle,240,Poor,Poor,Consistent,Average,No,Very_Positive,0
2005-04-23,Male,Single,7,945374,Rental_Income,No,0.06,Commercial_Rented,Retired,0,810,19503155,Debt_Consolidation,84,Average,Poor,Erratic,Average,No,Very_Negative,0
1974-12-02,Male,Married,3,817498,Pension,Multiple,0.38,Rented,Salaried,7,557,24701395,Home,12,Poor,Average,Cautious,Good,No,Very_Positive,1
1952-01-06,Male,Single,6,126359,Pension,Multiple,0.49,Owned,Retired,0,840,28577812,Personal,108,Good,N/A,Consistent,N/A,Yes,Very_Negative,0
1957-09-25,Male,Married,0,515571,Multiple,Multiple,0.52,Commercial_Rented,Unemployed,0,609,1724918,Travel,300,Poor,Good,Aggressive,Poor,Yes,Neutral,0
1984-03-18,Male,Married,4,808928,Multiple,Multiple,0.26,Rented,Salaried,4,379,44309710,Medical,36,Poor,Average,Aggressive,Poor,Yes,Negative,0
1965-12-27,Male,Single,8,718170,Pension,Multiple,0.74,Joint_Ownership,Government,32,585,13111121,Debt_Consolidation,84,Poor,Good,Erratic,Good,No,Positive,1
2007-09-05,Male,Married,0,526892,Primary,Multiple,0.4,Owned,Self-Employed,36,893,35251250,Business,300,N/A,N/A,Consistent,N/A,Yes,Negative,0
1952-09-23,Female,Married,3,924352,Investments,Multiple,0.69,Rented,Unemployed,0,669,34414716,Home,120,Poor,Poor,Impulsive,Poor,Yes,Positive,0
1951-12-07,Female,Married,10,647135,Primary,No,0.85,Joint_Ownership,Retired,0,358,20157070,Personal,72,Good,N/A,Consistent,Average,Yes,Positive,0
1951-10-09,Male,Single,10,416062,Pension,Multiple,0.04,Commercial_Rented,Government,19,625,20353527,Education,360,Average,N/A,Cautious,N/A,No,Negative,1
1953-11-03,Female,Married,10,591484,Multiple,No,0.24,Commercial_Rented,Student,0,893,45508282,Personal,24,Poor,Good,Cautious,Poor,No,Positive,0
2007-09-21,Female,Single,7,368303,Multiple,No,0.82,Owned,Government,9,346,37400626,Home,12,Poor,N/A,Consistent,N/A,Yes,Very_Positive,0
1970-08-20,Female,Married,1,22022,Rental_Income,No,0.88,Owned,Student,0,649,30106345,Debt_Consolidation,240,Average,Good,Impulsive,N/A,No,Positive,0
1987-12-14,Female,Married,6,424584,Investments,No,0.06,Owned,Self-Employed,37,363,7957492,Personal,360,Good,Poor,Impulsive,Average,Yes,Positive,1
2006-07-09,Female,Married,4,442212,Multiple,No,0.03,Joint_Ownership,Government,19,370,12115327,Personal,96,Average,Poor,Erratic,Average,No,Very_Positive,0
1975-06-01,Male,Married,5,487638,Rental_Income,No,0.41,Commercial_Owned,Salaried,14,684,32831675,Wedding,96,N/A,Good,Cautious,Poor,No,Neutral,1
2005-04-03,Male,Married,6,879274,Rental_Income,No,0.26,Owned,Retired,0,868,18778910,Medical,240,N/A,Poor,Impulsive,Poor,Yes,Neutral,1
1969-04-18,Female,Single,5,868661,Investments,Multiple,0.07,Commercial_Owned,Student,0,669,12173354,Personal,120,Poor,Poor,Impulsive,N/A,No,Neutral,1
1973-08-26,Male,Married,2,315063,Pension,Multiple,0.7,Rented,Self-Employed,16,563,12743377,Vehicle,72,Poor,Good,Consistent,Poor,No,Neutral,0
2007-05-23,Male,Married,6,94682,Primary,Yes,0.6,Joint_Ownership,Student,0,523,41854410,Travel,60,N/A,Average,Consistent,Poor,No,Very_Negative,0
2006-02-27,Female,Married,2,30953,Primary,No,0.66,Commercial_Owned,Salaried,31,873,7615478,Wedding,300,Poor,Good,Consistent,Average,No,Very_Negative,0
1965-09-24,Female,Single,0,370494,Primary,No,0.16,Joint_Ownership,Retired,0,434,7982144,Medical,48,Average,N/A,Erratic,N/A,Yes,Neutral,0
1974-04-26,Male,Single,7,850775,Secondary,Multiple,0.13,Owned,Retired,0,880,48284118,Personal,180,Poor,Average,Consistent,Poor,Yes,Negative,1
2000-09-20,Female,Single,0,115134,Multiple,Yes,0.85,Joint_Ownership,Retired,0,673,12696702,Business,108,Poor,Good,Aggressive,Poor,No,Neutral,0
1968-03-07,Male,Single,2,382029,Primary,Yes,0.45,Owned,Salaried,32,831,24950893,Business,120,Good,Average,Impulsive,N/A,No,Very_Positive,1
1956-10-13,Male,Married,5,779933,Primary,Yes,0.82,Joint_Ownership,Retired,0,305,40616268,Home,240,Poor,Poor,Cautious,N/A,Yes,Very_Positive,0
2000-11-18,Male,Married,1,904957,Investments,Multiple,0.47,Rented,Government,25,643,32986871,Vehicle,108,Average,Average,Aggressive,Good,No,Negative,1
1984-09-02,Male,Married,10,498153,Multiple,Yes,0.6,Commercial_Rented,Self-Employed,20,425,36780983,Vehicle,360,N/A,Average,Cautious,Good,Yes,Neutral,0
1995-06-19,Male,Married,9,790413,Secondary,Multiple,0.35,Commercial_Rented,Self-Employed,21,563,2291487,Business,60,Average,Average,Impulsive,Average,No,Very_Negative,0
1975-10-26,Female,Married,10,606073,Multiple,Yes,0.33,Owned,Government,10,798,28652900,Personal,12,N/A,Average,Erratic,Good,No,Very_Negative,1
2000-05-28,Male,Married,8,581826,Rental_Income,Yes,0.79,Rented,Salaried,7,436,46453568,Wedding,120,N/A,Poor,Erratic,Poor,Yes,Very_Negative,0
1972-07-21,Male,Single,10,219687,Pension,Yes,0.61,Joint_Ownership,Salaried,8,599,44479615,Debt_Consolidation,96,Good,N/A,Impulsive,Good,Yes,Positive,0
1973-11-10,Male,Married,5,155169,Secondary,Multiple,0.56,Owned,Retired,0,341,13578718,Medical,300,Good,Poor,Aggressive,Average,Yes,Negative,0
1977-03-25,Female,Single,7,618622,Secondary,Yes,0.32,Rented,Government,34,366,28416839,Business,72,Average,Good,Erratic,N/A,No,Very_Positive,1
1982-04-20,Female,Single,8,964364,Pension,No,0.3,Owned,Unemployed,0,703,2160625,Wedding,240,Poor,Poor,Aggressive,Poor,Yes,Very_Negative,0
1999-02-02,Female,Single,3,413220,Investments,Multiple,0.06,Rented,Salaried,23,748,39756582,Travel,180,Average,Good,Impulsive,N/A,Yes,Very_Negative,1
1996-03-18,Male,Single,9,613444,Rental_Income,Multiple,0.74,Joint_Ownership,Student,0,401,30225374,Home,108,Good,Poor,Impulsive,Average,Yes,Neutral,0
1994-08-25,Male,Married,3,959613,Multiple,Multiple,0.85,Rented,Self-Employed,37,322,32284576,Business,72,Average,Average,Consistent,Average,No,Negative,0
1995-12-22,Male,Married,0,85629,Investments,No,0.59,Rented,Student,0,823,9888676,Home,12,Good,Good,Impulsive,Poor,No,Very_Negative,0
1986-05-08,Female,Single,7,777667,Secondary,Multiple,0.01,Commercial_Owned,Government,18,493,32640532,Medical,180,Poor,Poor,Impulsive,Poor,No,Negative,1
1999-03-09,Female,Single,6,133800,Investments,Yes,0.4,Rented,Unemployed,0,892,22459162,Education,108,N/A,Average,Erratic,Good,Yes,Positive,0
1954-09-07,Female,Single,5,456657,Rental_Income,Multiple,0.85,Commercial_Owned,Government,16,745,22972439,Education,12,Poor,Good,Cautious,N/A,No,Very_Negative,1
1986-02-02,Male,Married,5,908687,Rental_Income,Multiple,0.53,Joint_Ownership,Government,33,697,28803830,Travel,180,Good,Poor,Impulsive,Average,No,Very_Positive,1
1978-12-15,Female,Single,0,460173,Rental_Income,Multiple,0.89,Commercial_Owned,Unemployed,0,778,27358909,Medical,48,Average,N/A,Consistent,Poor,No,Negative,0
1969-03-09,Male,Single,2,164488,Rental_Income,Multiple,0.35,Commercial_Rented,Retired,0,622,48012123,Wedding,84,Average,Good,Erratic,N/A,No,Very_Negative,0
1962-09-25,Female,Single,5,112496,Investments,Multiple,0.69,Commercial_Rented,Government,30,363,25916100,Travel,84,N/A,N/A,Erratic,Good,Yes,Very_Negative,0
1956-02-28,Female,Married,5,785841,Secondary,Yes,0.16,Rented,Government,39,546,32431018,Wedding,36,N/A,Poor,Aggressive,Poor,Yes,Positive,1
1976-01-02,Female,Single,2,422573,Secondary,Yes,0.87,Commercial_Owned,Retired,0,569,29705443,Debt_Consolidation,240,Good,N/A,Aggressive,N/A,Yes,Very_Negative,0
2003-08-16,Female,Married,3,999786,Rental_Income,No,0.68,Owned,Government,1,833,7309567,Vehicle,72,Good,N/A,Consistent,Good,Yes,Positive,1
1970-03-01,Male,Single,2,729984,Rental_Income,Yes,0.52,Joint_Ownership,Government,22,508,13789471,Personal,180,N/A,Poor,Cautious,Good,Yes,Negative,0
1970-01-11,Male,Single,10,906160,Primary,Yes,0.03,Joint_Ownership,Government,19,824,42613801,Home,300,Poor,Average,Erratic,Good,No,Very_Negative,1
1986-05-06,Female,Single,2,620660,Secondary,No,0.86,Joint_Ownership,Retired,0,596,34204709,Debt_Consolidation,120,Poor,Average,Aggressive,Poor,Yes,Very_Positive,0
2006-08-12,Male,Married,0,487836,Primary,Yes,0.74,Owned,Retired,0,794,49959719,Medical,48,Average,N/A,Erratic,Good,Yes,Positive,0
1994-12-25,Female,Married,10,308061,Secondary,No,0.31,Commercial_Owned,Salaried,8,458,5896935,Vehicle,360,Average,N/A,Impulsive,Good,No,Neutral,1
1958-09-10,Female,Single,3,47646,Secondary,Yes,0.66,Owned,Government,32,780,15729286,Personal,12,Good,Good,Impulsive,Average,No,Very_Positive,1
1971-09-27,Male,Married,10,657464,Pension,Yes,0.17,Commercial_Owned,Retired,0,639,28127526,Wedding,36,Good,Poor,Erratic,N/A,Yes,Very_Positive,1
1983-10-24,Male,Single,8,567401,Investments,Yes,0.68,Commercial_Rented,Unemployed,0,330,11024818,Personal,60,N/A,N/A,Consistent,Average,No,Very_Negative,0
1965-07-20,Male,Married,7,410049,Secondary,Multiple,0.28,Joint_Ownership,Unemployed,0,508,42434531,Personal,48,Poor,Good,Aggressive,Good,Yes,Very_Negative,0
1982-08-04,Female,Married,8,612131,Primary,Multiple,0.74,Commercial_Rented,Self-Employed,33,740,36044565,Home,120,Average,Average,Consistent,Average,No,Neutral,0
1968-11-13,Female,Married,0,551055,Investments,Multiple,0.21,Owned,Student,0,603,42362471,Vehicle,60,Good,Average,Consistent,N/A,No,Negative,0
